outcome_cat,outcome,cohort,analysis,term,hr,conf_low,conf_high,outcome_time_median
Mental illnesses,Self harm,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.107925664,0.971514299,1.263490696,420
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0028_0197,1.127698668,1.087361126,1.1695326,111
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0001_0028,0.992400512,0.904640943,1.088673671,15
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0365_0714,1.068726584,0.979468838,1.166118274,409
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0197_0365,1.129955738,1.085576499,1.176149234,275
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0000_0001,6.409351201,5.342977451,7.688556276,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0001_0028,1.411650669,1.276796691,1.560747788,11
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0028_0197,1.119126476,1.068200454,1.172480376,112.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0365_0714,1.224447803,1.112538174,1.347614363,412
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0197_0365,1.093356363,1.040098875,1.14934086,272
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0000_0001,22.89829015,20.23168089,25.91636823,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0001_0028,3.361149404,2.986511548,3.782779285,8
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0028_0197,1.559716385,1.447226404,1.680949815,100
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0197_0365,1.308677519,1.202377203,1.424375682,275
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0000_0001,120.6106996,109.7987341,132.4874601,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0365_0714,1.083459432,0.931330193,1.260438404,429
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0028_0197,1.648544702,1.448182903,1.876627532,108.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0365_0714,1.057879571,0.858740498,1.303198334,433
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0197_0365,1.344354537,1.152094857,1.568698195,279
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0000_0001,98.52999307,83.72260394,115.9562541,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0001_0028,3.397561607,2.795349099,4.129511008,6.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0000_0001,54.21003289,39.81461277,73.81027872,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0001_0028,2.68230527,2.018204793,3.564932074,7
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0365_0714,1.201670413,0.828870789,1.742143584,423.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0197_0365,1.150221693,0.945892266,1.398690022,272.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0028_0197,0.974934198,0.807066508,1.177718038,109
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0001_0028,2.266140789,1.602881081,3.203852199,12
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0000_0001,24.14016639,14.21647667,40.99100268,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0197_0365,1.113539476,0.889424419,1.394126515,270
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0365_0714,1.750297732,1.204105725,2.54424681,415.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0028_0197,1.043624969,0.844287119,1.290026877,124
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0197_0365,1.492238988,1.208096276,1.843211705,276
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0365_0714,0.999382841,0.60855648,1.641205205,438.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0001_0028,1.478827652,0.936750477,2.334593126,10
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0000_0001,24.76459443,14.28458433,42.9333555,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0028_0197,1.546498243,1.276226471,1.874006588,113
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0001_0028,1.686683655,1.40556006,2.024034285,8
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0000_0001,35.15610809,28.79528174,42.92202963,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,1.139416664,1.038452243,1.250197437,109
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0197_0365,1.072863683,0.968586732,1.188366973,267
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: South Asian,days0365_0714,0.991842441,0.818464914,1.201946976,431
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0028_0197,1.208076016,1.174753509,1.242343734,110
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0001_0028,1.420598537,1.33566515,1.510932739,12
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0197_0365,1.146996256,1.112140347,1.182944595,275
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0000_0001,29.77269357,27.85594153,31.82133626,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: White,days0365_0714,1.142367274,1.075118101,1.213822916,412
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,9.712143405,8.799835252,10.71903358,6
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,1.07282494,0.866768024,1.32786767,454
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.368476942,1.20895639,1.549046066,264
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,230.4947303,210.5076512,252.3795235,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.57545623,1.41458627,1.75462051,107
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,1.485747785,1.405781912,1.570262401,12
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.149992386,1.117903413,1.18300246,274
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.201828668,1.171288732,1.233164895,110
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,30.08423944,28.30879387,31.97103582,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.14159449,1.079789464,1.206937114,414
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0028_0197,1.318064642,1.274267293,1.363367333,111
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0197_0365,1.243482186,1.198502536,1.290149916,274
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0365_0714,1.22590033,1.139336351,1.319041228,415
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0000_0001,11.73136648,10.31253845,13.34540087,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),No prior history of outcome,days0001_0028,1.187258903,1.089348333,1.293969669,15
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.047518127,0.979298882,1.120489615,15
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.140259621,1.107655238,1.173823731,274
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,17.46679945,16.09166044,18.9594532,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.151964692,1.087834008,1.219876048,411
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.18339613,1.152495213,1.215125568,110
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0028_0197,1.081662922,1.03702351,1.128223983,112
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0197_0365,1.065851169,1.017883834,1.116078833,274
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0365_0714,1.089969703,0.999710842,1.1883777,414
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0001_0028,1.798603265,1.661938845,1.946506057,9
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0000_0001,45.99965976,42.58273971,49.69071029,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, within six months",days0365_0714,1.041888779,0.824992239,1.315809019,412
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, within six months",days0001_0028,1.904047531,1.595453784,2.272329689,6
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, within six months",days0197_0365,0.865644468,0.755894321,0.991329408,264.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, within six months",days0028_0197,1.009320972,0.907543119,1.122512751,99.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),"Prior history of outcome, within six months",days0000_0001,65.8369348,57.69993229,75.12151482,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0000_0001,25.74084238,23.68085108,27.9800318,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0001_0028,1.353234183,1.257489497,1.456268827,12
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0197_0365,1.144548985,1.104142178,1.186434505,273
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0028_0197,1.188793689,1.150373257,1.228497296,110
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Female,days0365_0714,1.134965148,1.058953988,1.216432348,414.5
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0365_0714,1.164285151,1.061101327,1.277502796,413
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0000_0001,38.39297727,35.21395432,41.85899402,1
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0197_0365,1.167040286,1.114745654,1.221788149,275
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0001_0028,1.711045083,1.572851,1.861381196,11
Mental illnesses,Serious mental illness,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Sex: Male,days0028_0197,1.23071907,1.1808575,1.282686038,110
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,214.9546337,161.3832547,286.309101,0
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,16.25902274,12.92849771,20.4475281,7
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.623738165,1.146959124,2.29870909,269
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.044620709,1.529159442,2.73383668,93
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,1.56650794,1.008874144,2.432361753,457.5
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.424522116,1.150548287,1.763735847,442
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,286.9517261,255.962001,321.6934264,0
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.315515889,1.142081757,1.515287212,276
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.44144762,1.269328982,1.636905059,104
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,4.548029217,3.821908862,5.412104397,7
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.373011359,1.076904046,1.750537003,436
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,2.275360724,1.743829226,2.968907381,6
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.349135207,1.172395041,1.552519197,105
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.265987943,1.085303423,1.476753504,276
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,302.3396336,267.3936721,341.8527196,0
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,0.807035706,0.561340546,1.160270064,269.5
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.046152357,0.559022986,1.957763422,414
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,7.818348308,1.978307064,30.8984239,1
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,2.691080124,1.687502012,4.29149843,13
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,0.874694952,0.633244736,1.208207847,110.5
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.862736474,0.616353408,1.207609489,107
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,0.803525202,0.552012842,1.169633568,269.5
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,2.423956166,1.455001079,4.038184972,13
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,0.938402844,0.466435943,1.887933193,414
Mental illnesses,Suicide,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,8.518057392,2.152074612,33.71504935,1
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.342699581,1.071218515,1.682982808,112.5
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,0.950714853,0.671679155,1.345670498,452.5
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,2.867051071,2.025198864,4.05885129,8
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,63.94337973,45.87062803,89.13668695,0
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.378228253,1.091101351,1.740913543,254
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.12008,1.01493,1.23613,272
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0001_0028,2.01315,1.6922,2.39496,12
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.10486,0.94925,1.28597,429
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.23106,1.1245,1.34771,109
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0001,46.5179,39.08661,55.36205,0
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.14611,0.96872,1.35598,425
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.83294,1.50084,2.23853,13
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.07617,0.96574,1.19923,276
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,41.6344,33.89016,51.14828,0
Cardiovascular diseases,Transient ischaemic attack,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.21141,1.09787,1.3367,109
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0197_0365,1.793093265,0.804738162,3.99531625,222
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0365_0714,2.633585428,0.984876612,7.042275265,436.5
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0000_0028,51.3067134,35.74261814,73.64818182,6
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,5.61429766,3.654397112,8.625318279,128
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0028_0197,1.303667831,1.180315175,1.439911855,108
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0000_0028,2.271582897,1.877742017,2.748029199,7
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0197_0365,1.232862622,1.106422459,1.373752161,276
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Main,days0365_0714,1.162178545,0.923391845,1.462714711,404
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0028,1.653679825,1.325698274,2.062804952,7
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0365_0714,1.101491745,0.870897918,1.393141538,402
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0197_0365,1.212830311,1.087518287,1.352581727,276
Diabetes,Type 1 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.244173627,1.123937746,1.377272024,108
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0028_0197,1.474108067,1.313678056,1.654130237,113
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0000_0028,3.031122297,2.468730975,3.721629644,7
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0197_0365,1.53811392,1.354691177,1.746371772,270.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 18-39,days0365_0714,1.317861443,0.994527575,1.746315364,408
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0365_0714,1.070278099,0.940696571,1.217709561,425
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0197_0365,1.180513327,1.108045684,1.257720449,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0028_0197,1.324857458,1.254036561,1.39967792,108
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 40-59,days0000_0028,3.516300202,3.22627592,3.832396056,6
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0000_0028,5.757542733,5.23121307,6.336828166,2
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0028_0197,1.371109825,1.267007213,1.483765944,114
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0197_0365,1.109569984,1.011240881,1.217460223,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 60-79,days0365_0714,1.448717903,1.255657286,1.671462099,417
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0365_0714,1.200885138,0.923352602,1.561835918,447
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0028_0197,1.239114238,1.01273592,1.516095076,127
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0197_0365,1.349364985,1.101726616,1.652665931,273.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Age group: 80-110,days0000_0028,8.895175045,7.413724911,10.67265646,1
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0000_0028,7.468455557,5.876615295,9.491488826,2
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0365_0714,1.577265826,1.051192267,2.366615095,459.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0028_0197,1.876040258,1.554336976,2.264326916,112
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Black,days0197_0365,1.375926885,1.081891964,1.749874161,282
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0000_0028,6.615784099,4.255683603,10.28473997,7
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0028_0197,1.603808147,1.119784934,2.297048742,79
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0197_0365,1.543212347,1.044711948,2.279579889,270
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Mixed,days0365_0714,1.799371033,0.929177026,3.484520197,493
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0365_0714,1.943859724,1.113617814,3.393076673,446
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0197_0365,1.694306532,1.218208121,2.356473066,274.5
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0028_0197,1.776438231,1.324906603,2.381853015,90
Diabetes,Type 2 diabetes mellitus,Pre-vaccination (Jan 1 2020 - Dec 14 2021),Ethnicity: Other,days0000_0028,6.693765234,4.552851577,9.841413068,4
